id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10
32035,Kurtis,9,1,6,6,1,7,3,4,8,10,4
14756,Sarees,10,15,13,6,5,8,1,10,10,0,3
62210,Women Tops & Tunics,10,0,8,8,17,0,6,8,5,9,4
21793,Sarees,10,8,14,9,18,8,3,4,10,5,3
3345,Men Tshirts,5,6,7,10,12,10,3,4,3,7,4
66158,Women Tops & Tunics,10,8,6,6,7,0,3,4,8,7,7
36318,Women Tshirts,8,18,1,2,10,9,5,6,3,7,4
21449,Sarees,10,8,13,6,5,12,3,4,3,7,3
38844,Women Tshirts,8,17,4,8,10,2,5,6,3,7,4
5791,Men Tshirts,5,8,6,7,2,7,3,4,3,7,4
69902,Women Tops & Tunics,10,11,3,2,11,0,4,5,6,12,4
32496,Kurtis,9,13,6,6,1,7,3,4,8,10,4
34218,Women Tshirts,8,6,8,4,10,3,0,6,3,7,4
60672,Women Tops & Tunics,10,7,8,6,2,7,4,4,3,11,4
70376,Women Tops & Tunics,10,5,3,2,11,0,6,8,5,11,2
8571,Sarees,10,14,14,0,6,8,3,11,7,13,8
28478,Kurtis,9,12,0,3,1,6,6,8,8,10,4
6086,Men Tshirts,5,17,6,6,2,10,3,4,3,7,4
16419,Sarees,10,8,10,9,0,8,3,4,9,5,3
12841,Sarees,10,15,13,0,2,12,3,7,10,5,3
35658,Women Tshirts,8,0,8,4,10,3,5,6,3,7,4
48574,Women Tshirts,8,17,8,8,10,3,5,6,3,7,4
41572,Women Tshirts,8,0,8,8,10,3,5,6,3,7,4
56945,Women Tops & Tunics,10,2,2,8,11,0,4,1,2,11,4
3079,Men Tshirts,5,6,9,6,2,10,3,4,3,7,4
39,Men Tshirts,5,6,7,10,12,10,3,4,3,7,4
967,Men Tshirts,5,17,9,7,2,10,3,4,3,7,4
34100,Women Tshirts,8,5,6,8,12,11,2,6,3,7,4
17280,Sarees,10,8,14,9,0,8,3,4,10,8,3
21545,Sarees,10,15,13,0,5,8,1,10,10,7,3
29413,Kurtis,9,7,0,3,1,6,3,4,8,10,4
20860,Sarees,10,15,14,0,2,8,3,11,7,13,8
39565,Women Tshirts,8,8,6,6,7,7,3,4,1,7,4
66562,Women Tops & Tunics,10,0,3,2,11,0,6,8,5,3,2
36584,Women Tshirts,8,11,8,2,10,13,2,0,3,7,4
54792,Women Tops & Tunics,10,8,8,2,7,7,3,8,2,11,4
66341,Women Tops & Tunics,10,8,6,6,2,7,3,4,3,7,4
40024,Women Tshirts,8,18,8,8,10,3,5,6,3,7,4
38736,Women Tshirts,8,2,8,2,10,9,5,6,3,7,4
11373,Sarees,10,8,14,9,0,8,3,4,10,8,3
44581,Women Tshirts,8,2,6,8,10,7,3,6,3,7,4
2928,Men Tshirts,5,0,9,7,2,10,3,4,3,7,4
19851,Sarees,10,15,2,0,5,12,0,7,10,5,3
25629,Sarees,10,15,13,9,5,8,1,10,10,7,3
54212,Women Tops & Tunics,10,2,3,8,7,7,6,8,3,11,2
34180,Women Tshirts,8,0,8,4,10,3,0,6,3,7,4
56701,Women Tops & Tunics,10,8,6,6,7,7,3,4,3,9,4
47498,Women Tshirts,8,17,8,8,10,3,5,6,3,7,4
43786,Women Tshirts,8,5,8,8,10,13,5,6,3,7,4
69358,Women Tops & Tunics,10,17,8,8,11,0,4,9,5,11,0
2278,Men Tshirts,5,6,9,7,2,10,3,4,3,7,4
30859,Kurtis,9,12,6,6,1,6,3,8,8,10,4
50271,Women Tshirts,8,8,8,6,7,13,3,4,3,7,4
62265,Women Tops & Tunics,10,8,6,8,7,7,3,4,3,9,4
31971,Kurtis,9,13,6,6,1,7,6,4,8,10,4
62659,Women Tops & Tunics,10,2,8,8,17,0,3,4,5,9,2
6572,Men Tshirts,5,8,6,6,7,5,3,4,3,7,4
7003,Men Tshirts,5,8,9,6,7,7,3,4,3,7,4
58868,Women Tops & Tunics,10,11,6,6,11,0,4,4,2,11,4
15278,Sarees,10,15,14,9,18,8,3,4,10,6,8
31129,Kurtis,9,13,11,6,1,7,3,1,8,10,4
31096,Kurtis,9,18,6,6,1,7,6,4,8,10,4
60002,Women Tops & Tunics,10,3,3,8,15,0,6,8,5,9,4
58886,Women Tops & Tunics,10,17,8,8,11,0,4,2,8,11,4
66718,Women Tops & Tunics,10,8,6,2,4,7,0,4,3,7,4
6647,Men Tshirts,5,17,6,7,7,7,3,4,3,7,4
64734,Women Tops & Tunics,10,17,1,2,11,0,4,5,5,11,4
38018,Women Tshirts,8,5,4,8,10,13,5,6,3,7,4
20121,Sarees,10,15,14,9,0,8,1,10,10,5,3
10043,Sarees,10,8,14,9,18,12,3,4,10,5,3
58963,Women Tops & Tunics,10,11,3,2,4,0,6,4,3,12,4
51344,Women Tshirts,8,8,6,6,7,13,3,4,3,7,4
47567,Women Tshirts,8,2,8,2,10,13,5,6,3,7,4
6254,Men Tshirts,5,8,6,7,7,7,3,4,3,7,4
619,Men Tshirts,5,2,7,10,12,10,3,4,3,7,4
58626,Women Tops & Tunics,10,8,3,2,7,0,3,8,2,11,4
54401,Women Tops & Tunics,10,2,3,8,4,0,6,8,2,11,4
38988,Women Tshirts,8,0,8,8,10,9,5,6,3,7,4
37548,Women Tshirts,8,18,6,8,10,9,5,4,3,7,4
35864,Women Tshirts,8,0,1,2,10,9,5,6,3,7,4
65957,Women Tops & Tunics,10,18,1,8,11,0,4,9,5,11,1
54317,Women Tops & Tunics,10,11,8,8,11,8,6,1,5,3,4
42971,Women Tshirts,8,18,8,8,10,4,5,6,3,7,4
48243,Women Tshirts,8,17,8,2,10,3,5,6,3,7,4
63018,Women Tops & Tunics,10,8,3,6,4,0,4,4,3,11,4
26778,Kurtis,9,0,11,3,1,6,0,1,5,10,4
8307,Sarees,10,8,14,9,0,8,3,4,10,6,3
31212,Kurtis,9,13,6,6,1,7,6,4,8,10,4
39756,Women Tshirts,8,2,8,2,10,4,5,6,3,7,4
56371,Women Tops & Tunics,10,5,3,8,11,0,6,8,5,3,2
11301,Sarees,10,15,13,5,5,8,1,10,10,7,3
2009,Men Tshirts,5,17,9,7,2,10,3,4,3,7,4
67641,Women Tops & Tunics,10,11,1,2,11,0,3,9,2,11,4
51964,Women Tops & Tunics,10,3,1,2,11,0,4,9,5,11,4
37516,Women Tshirts,8,0,8,2,10,13,2,0,3,7,4
2858,Men Tshirts,5,0,9,7,2,10,3,4,3,7,4
33859,Women Tshirts,8,2,6,2,12,11,5,4,3,7,4
26711,Kurtis,9,5,11,3,1,6,0,1,8,10,4
41899,Women Tshirts,8,18,8,8,10,4,5,6,3,7,4
20266,Sarees,10,8,13,0,5,12,3,7,10,5,3
3675,Men Tshirts,5,6,7,10,12,10,3,4,3,7,4
66869,Women Tops & Tunics,10,10,3,8,11,0,6,8,5,3,2
4282,Men Tshirts,5,2,7,10,12,10,3,4,3,7,4
32331,Kurtis,9,5,6,6,1,7,3,4,8,10,4
32870,Women Tshirts,8,5,6,2,12,11,2,6,3,7,4
16021,Sarees,10,8,14,9,18,12,3,4,10,6,8
29690,Kurtis,9,7,6,6,1,7,0,4,8,10,4
3582,Men Tshirts,5,6,7,10,12,10,3,4,3,7,4
30509,Kurtis,9,7,6,3,1,6,3,4,5,10,4
8802,Sarees,10,14,13,0,2,12,3,11,10,3,3
8627,Sarees,10,8,14,0,3,12,0,7,3,3,3
48171,Women Tshirts,8,2,6,6,7,7,3,4,3,7,4
26783,Kurtis,9,7,11,3,1,6,0,1,8,10,4
36103,Women Tshirts,8,6,8,8,2,2,5,6,3,7,4
38241,Women Tshirts,8,18,1,2,10,13,5,6,3,7,4
620,Men Tshirts,5,17,7,10,12,10,3,4,3,7,4
47664,Women Tshirts,8,17,8,8,10,9,5,6,3,7,4
3968,Men Tshirts,5,6,7,10,12,10,3,4,3,7,4
10828,Sarees,10,8,14,0,2,8,3,4,1,3,3
200,Men Tshirts,5,6,9,6,2,10,3,4,3,7,4
53553,Women Tops & Tunics,10,8,2,6,11,0,6,8,2,11,2
40434,Women Tshirts,8,11,8,2,10,13,5,6,1,7,4
15565,Sarees,10,8,13,0,2,1,3,11,10,3,3
57988,Women Tops & Tunics,10,8,3,6,13,0,3,4,3,7,4
46850,Women Tshirts,8,0,8,2,10,13,5,6,3,7,4
48547,Women Tshirts,8,8,8,6,10,7,5,6,1,7,4
43729,Women Tshirts,8,2,6,6,7,7,5,4,3,7,4
38289,Women Tshirts,8,6,8,8,10,9,5,4,3,7,4
69442,Women Tops & Tunics,10,1,3,2,11,0,4,5,6,12,4
13432,Sarees,10,8,2,6,2,12,3,11,10,5,3
26056,Kurtis,9,13,0,1,1,6,6,8,8,10,4
17842,Sarees,10,8,14,9,18,8,3,4,10,8,8
36440,Women Tshirts,8,2,6,2,10,13,0,4,3,7,4
510,Men Tshirts,5,17,9,7,2,10,3,4,3,7,4
68254,Women Tops & Tunics,10,8,6,6,4,7,6,8,3,11,4
5376,Men Tshirts,5,6,7,10,12,10,3,4,3,7,4
29387,Kurtis,9,5,6,6,1,7,0,8,8,10,4
68049,Women Tops & Tunics,10,8,6,6,7,7,3,8,3,9,4
42948,Women Tshirts,8,6,8,8,10,2,5,6,3,7,4
27169,Kurtis,9,7,11,3,1,6,0,1,8,10,4
41045,Women Tshirts,8,17,1,2,10,3,5,6,3,7,4
3225,Men Tshirts,5,6,9,7,2,10,3,4,3,7,4
28089,Kurtis,9,13,6,1,7,2,0,1,8,10,4
2659,Men Tshirts,5,2,9,10,12,10,3,4,3,7,4
23891,Sarees,10,15,13,0,5,1,3,7,10,5,3
37468,Women Tshirts,8,2,4,8,7,2,5,6,3,7,4
8452,Sarees,10,15,10,9,18,8,3,7,3,3,3
68627,Women Tops & Tunics,10,8,2,6,7,7,3,4,3,7,0
12111,Sarees,10,8,14,9,0,8,3,4,10,8,8
40527,Women Tshirts,8,6,8,8,10,9,5,6,3,7,4
41396,Women Tshirts,8,11,8,8,10,11,5,6,3,7,4
15227,Sarees,10,8,14,9,18,8,3,4,9,6,3
10714,Sarees,10,8,10,9,0,8,3,4,9,5,8
41735,Women Tshirts,8,2,8,2,10,9,3,4,3,7,4
23520,Sarees,10,15,13,9,5,8,1,10,10,7,3
60678,Women Tops & Tunics,10,8,8,6,7,0,6,4,3,9,4
25322,Sarees,10,15,12,0,2,8,3,11,7,13,3
30901,Kurtis,9,1,6,6,1,7,6,4,8,10,4
6375,Men Tshirts,5,8,6,6,16,10,3,4,3,7,4
42115,Women Tshirts,8,2,8,2,10,2,5,6,3,7,4
7886,Sarees,10,8,10,9,18,8,3,4,10,8,3
44323,Women Tshirts,8,17,8,2,10,3,5,6,3,7,4
44263,Women Tshirts,8,2,6,6,7,7,5,6,3,7,4
1655,Men Tshirts,5,6,7,10,12,10,3,4,3,7,4
61451,Women Tops & Tunics,10,17,3,2,11,0,6,8,6,12,6
23361,Sarees,10,8,14,9,0,12,3,4,10,8,8
67848,Women Tops & Tunics,10,17,8,2,7,7,6,4,2,7,2
41094,Women Tshirts,8,0,8,8,10,2,5,6,3,7,4
9376,Sarees,10,8,13,6,2,14,3,4,10,5,3
51295,Women Tshirts,8,17,8,2,10,13,3,4,3,7,4
15081,Sarees,10,8,13,6,5,12,3,4,3,7,3
61316,Women Tops & Tunics,10,17,6,2,2,8,3,4,3,7,7
28911,Kurtis,9,4,6,6,1,2,0,4,8,10,4
39628,Women Tshirts,8,11,8,8,10,2,5,6,3,7,4
19101,Sarees,10,8,12,9,0,12,3,4,10,5,3
24579,Sarees,10,8,6,0,7,7,3,4,3,7,3
18303,Sarees,10,15,13,9,5,8,1,10,10,7,3
37110,Women Tshirts,8,0,6,4,7,4,3,6,3,7,4
41494,Women Tshirts,8,0,8,8,10,9,5,6,3,7,4
62964,Women Tops & Tunics,10,11,1,8,11,0,4,5,5,11,4
50201,Women Tshirts,8,17,8,8,10,13,5,6,3,7,4
28541,Kurtis,9,7,0,6,1,7,3,8,5,10,4
27323,Kurtis,9,4,0,3,1,2,0,1,8,10,4
13296,Sarees,10,2,6,9,2,1,3,7,3,7,3
21106,Sarees,10,15,14,9,0,8,1,10,10,8,3
53711,Women Tops & Tunics,10,0,8,2,2,0,6,8,5,11,4
52445,Women Tops & Tunics,10,8,6,6,4,7,6,8,5,7,4
1536,Men Tshirts,5,2,7,7,2,10,3,4,3,7,4
60493,Women Tops & Tunics,10,0,8,8,11,0,6,8,5,3,5
44840,Women Tshirts,8,2,8,8,10,13,5,6,3,7,4
55809,Women Tops & Tunics,10,8,6,8,7,0,6,4,3,9,4
21921,Sarees,10,8,14,9,0,12,3,4,10,6,8
17955,Sarees,10,8,14,9,0,8,3,4,10,6,8
29427,Kurtis,9,18,6,6,1,7,6,8,8,10,4
45645,Women Tshirts,8,8,6,6,7,3,5,4,3,7,4
8253,Sarees,10,8,13,9,0,8,3,4,9,6,3
14549,Sarees,10,15,13,0,5,8,1,10,10,7,3
50277,Women Tshirts,8,17,8,2,10,13,5,6,3,7,4
54261,Women Tops & Tunics,10,8,6,6,7,7,3,4,3,9,4
22087,Sarees,10,8,14,9,0,8,3,4,10,6,3
3482,Men Tshirts,5,17,9,7,2,10,3,4,3,7,4
30907,Kurtis,9,0,6,6,1,7,0,1,8,10,4
42315,Women Tshirts,8,2,8,2,10,9,5,6,3,7,4
5179,Men Tshirts,5,2,7,10,12,10,3,4,3,7,4
38498,Women Tshirts,8,6,8,8,10,3,5,6,3,7,4
9503,Sarees,10,8,12,9,0,12,3,4,10,8,8
56953,Women Tops & Tunics,10,17,8,8,2,0,6,8,5,3,4
66062,Women Tops & Tunics,10,8,3,8,4,0,3,4,2,11,4
46081,Women Tshirts,8,17,8,8,10,4,5,6,3,7,4
50693,Women Tshirts,8,8,6,6,7,13,3,4,3,7,4
14808,Sarees,10,15,2,0,5,12,0,10,1,3,3
44785,Women Tshirts,8,17,8,2,10,4,5,6,3,7,4
29338,Kurtis,9,13,0,3,1,7,3,4,8,10,4
40912,Women Tshirts,8,17,8,2,12,4,5,6,3,7,4
52306,Women Tops & Tunics,10,18,6,6,7,7,3,8,2,7,4
8611,Sarees,10,8,13,6,5,14,3,4,3,7,3
57175,Women Tops & Tunics,10,17,3,8,13,0,6,8,5,9,2
62263,Women Tops & Tunics,10,0,8,8,4,0,4,3,5,11,1
53713,Women Tops & Tunics,10,0,8,6,7,7,3,8,3,7,4
24984,Sarees,10,8,14,9,0,8,3,4,10,8,8
24250,Sarees,10,8,14,9,18,8,3,4,10,8,8
66198,Women Tops & Tunics,10,1,6,6,13,7,3,8,8,7,4
62035,Women Tops & Tunics,10,8,6,8,7,7,3,4,3,9,4
8832,Sarees,10,8,2,6,2,8,3,7,1,3,3
36920,Women Tshirts,8,17,4,4,10,9,5,6,3,7,4
394,Men Tshirts,5,6,9,6,2,5,3,4,3,7,4
23607,Sarees,10,8,2,6,2,1,3,11,10,5,3
38911,Women Tshirts,8,11,8,8,10,3,5,6,3,7,4
8888,Sarees,10,14,13,0,2,14,3,4,10,3,3
47784,Women Tshirts,8,17,8,2,7,3,5,6,3,7,4
55109,Women Tops & Tunics,10,8,6,8,15,7,3,8,2,7,4
46337,Women Tshirts,8,11,6,2,7,7,5,4,3,7,4
24586,Sarees,10,14,14,0,5,8,7,1,4,2,3
17598,Sarees,10,15,14,9,18,12,1,10,10,8,3
19312,Sarees,10,15,14,9,18,8,1,10,10,8,3
29968,Kurtis,9,7,6,3,1,7,3,4,5,10,4
5632,Men Tshirts,5,2,9,6,12,7,3,4,3,7,4
69484,Women Tops & Tunics,10,8,6,8,7,7,3,4,3,9,4
26454,Kurtis,9,11,6,6,7,2,0,1,8,10,4
15099,Sarees,10,15,13,9,5,8,1,10,10,7,3
61732,Women Tops & Tunics,10,13,3,8,11,0,6,8,8,3,4
66178,Women Tops & Tunics,10,8,6,6,17,7,6,4,2,7,4
32210,Kurtis,9,13,6,6,1,7,3,4,5,12,4
37615,Women Tshirts,8,17,4,4,10,4,5,6,3,7,4
10686,Sarees,10,8,14,9,0,8,3,4,10,5,8
63918,Women Tops & Tunics,10,17,1,2,11,0,4,5,5,11,1
68764,Women Tops & Tunics,10,0,3,8,13,0,4,1,5,11,2
40922,Women Tshirts,8,0,8,8,10,3,5,6,3,7,4
35549,Women Tshirts,8,0,8,4,10,3,5,6,3,7,4
47506,Women Tshirts,8,17,8,8,10,3,5,6,3,7,4
25115,Sarees,10,8,14,0,6,8,3,4,10,6,3
27076,Kurtis,9,0,6,6,1,2,0,1,3,10,4
66597,Women Tops & Tunics,10,8,3,8,15,0,6,4,2,7,4
50849,Women Tshirts,8,17,6,6,7,7,3,6,3,7,4
25802,Kurtis,9,7,11,3,1,2,0,1,8,10,4
69499,Women Tops & Tunics,10,11,8,8,14,0,6,8,5,3,4
39991,Women Tshirts,8,0,8,8,10,4,5,6,3,7,4
40927,Women Tshirts,8,18,8,8,10,3,5,6,3,7,4
46099,Women Tshirts,8,17,8,8,10,4,5,6,3,7,4
50762,Women Tshirts,8,17,8,8,7,7,3,4,3,7,4
35289,Women Tshirts,8,17,8,2,10,3,0,4,3,7,4
49146,Women Tshirts,8,17,8,2,10,13,5,6,3,7,4
23205,Sarees,10,15,14,9,0,8,1,10,10,6,3
62979,Women Tops & Tunics,10,3,8,8,13,0,6,8,5,9,5
4746,Men Tshirts,5,2,7,10,12,10,3,4,3,7,4
13808,Sarees,10,14,13,9,2,12,3,4,10,5,3
13504,Sarees,10,15,13,0,2,7,3,7,10,5,3
48323,Women Tshirts,8,17,8,8,10,9,5,6,3,7,4
14149,Sarees,10,15,13,9,5,8,1,10,10,0,3
9817,Sarees,10,8,5,5,5,8,3,11,4,6,3
16693,Sarees,10,8,13,6,5,12,3,4,3,7,3
32403,Kurtis,9,6,6,6,1,7,3,4,5,10,4
60706,Women Tops & Tunics,10,13,1,8,11,0,4,1,5,11,4
27453,Kurtis,9,0,6,6,1,2,0,1,3,10,4
25006,Sarees,10,8,14,9,0,8,3,4,10,1,8
37575,Women Tshirts,8,2,8,4,10,3,5,6,3,7,4
24690,Sarees,10,8,14,9,18,8,3,4,10,6,3
37458,Women Tshirts,8,17,4,4,10,4,5,6,3,7,4
19689,Sarees,10,8,13,6,5,1,3,4,3,7,3
65835,Women Tops & Tunics,10,18,6,8,11,0,3,2,3,11,7
51843,Women Tops & Tunics,10,2,6,8,7,7,6,8,8,7,4
49405,Women Tshirts,8,17,8,2,10,13,5,6,3,7,4
957,Men Tshirts,5,2,9,6,2,10,3,4,3,7,4
60549,Women Tops & Tunics,10,3,2,2,7,7,6,8,3,7,1
12398,Sarees,10,8,14,9,0,8,3,4,10,5,8
12088,Sarees,10,8,14,0,2,12,3,4,10,5,3
4192,Men Tshirts,5,8,9,6,2,5,3,4,3,7,4
67795,Women Tops & Tunics,10,17,1,2,17,0,4,5,5,11,4
6513,Men Tshirts,5,17,6,7,7,7,3,4,3,7,4
15403,Sarees,10,8,14,9,0,12,3,4,10,4,8
51369,Women Tshirts,8,17,8,8,10,7,5,6,3,7,4
41254,Women Tshirts,8,18,8,2,10,4,5,6,3,7,4
9420,Sarees,10,8,14,9,0,8,3,4,10,8,8
13597,Sarees,10,8,2,6,2,8,3,11,1,3,3
67977,Women Tops & Tunics,10,8,3,6,7,0,3,8,3,9,4
8138,Sarees,10,8,14,0,18,8,3,4,10,8,3
30764,Kurtis,9,6,6,6,1,7,3,8,8,10,4
56920,Women Tops & Tunics,10,5,8,8,2,0,6,8,5,3,5
20900,Sarees,10,8,12,9,0,8,3,4,10,8,3
5767,Men Tshirts,5,0,6,6,12,7,3,4,3,7,4
5814,Men Tshirts,5,8,9,7,7,7,3,4,3,7,4
67201,Women Tops & Tunics,10,8,6,6,7,0,3,4,6,7,4
25188,Sarees,10,15,13,0,5,8,1,10,10,7,3
27741,Kurtis,9,13,11,3,1,6,0,1,8,10,4
32043,Kurtis,9,6,6,6,1,7,3,4,8,10,4
58396,Women Tops & Tunics,10,2,6,2,7,0,3,4,3,11,4
36403,Women Tshirts,8,2,8,8,10,13,2,0,3,7,4
36457,Women Tshirts,8,2,8,4,10,2,5,6,3,7,4
59310,Women Tops & Tunics,10,1,3,8,11,0,6,8,5,7,2
54714,Women Tops & Tunics,10,17,6,6,7,7,3,4,3,7,2
42147,Women Tshirts,8,0,8,8,10,2,5,6,3,7,4
20506,Sarees,10,8,13,0,2,14,3,7,10,5,3
41926,Women Tshirts,8,0,8,8,10,9,5,6,3,7,4
28576,Kurtis,9,5,0,6,1,6,3,8,8,10,4
21513,Sarees,10,8,13,6,5,14,3,4,3,3,3
7321,Men Tshirts,5,8,6,7,7,10,3,4,3,7,4
15223,Sarees,10,15,13,0,5,8,1,10,10,7,3
51255,Women Tshirts,8,17,8,6,7,7,3,4,3,7,4
66387,Women Tops & Tunics,10,0,1,2,11,0,4,3,5,11,7
56113,Women Tops & Tunics,10,10,3,8,11,0,6,8,5,3,2
1688,Men Tshirts,5,2,7,10,12,10,3,4,3,7,4
28744,Kurtis,9,6,6,1,1,2,0,4,8,10,4
2318,Men Tshirts,5,6,7,10,12,10,3,4,3,7,4
52702,Women Tops & Tunics,10,5,8,6,7,7,3,1,3,7,4
63721,Women Tops & Tunics,10,0,8,2,11,0,4,3,5,11,7
27830,Kurtis,9,13,6,1,7,7,0,1,8,10,4
23051,Sarees,10,15,14,9,0,8,1,10,10,6,3
16777,Sarees,10,8,2,6,2,8,3,4,10,3,3
67399,Women Tops & Tunics,10,1,8,8,15,0,6,8,5,9,4
30104,Kurtis,9,5,6,3,1,7,3,8,8,10,4
45991,Women Tshirts,8,17,8,8,10,9,5,6,3,7,4
4613,Men Tshirts,5,2,7,10,12,10,3,4,3,7,4
13349,Sarees,10,15,13,9,5,8,1,10,10,7,3
65280,Women Tops & Tunics,10,8,6,6,14,7,3,8,3,9,4
19919,Sarees,10,8,13,6,5,12,3,4,3,7,3
46994,Women Tshirts,8,17,8,2,10,3,5,6,3,7,4
39635,Women Tshirts,8,11,8,8,10,3,5,6,3,7,4
64275,Women Tops & Tunics,10,1,3,8,13,0,6,8,8,3,2
38893,Women Tshirts,8,11,8,8,10,3,5,6,3,7,4
31339,Kurtis,9,13,6,1,1,7,3,4,8,10,4
41797,Women Tshirts,8,18,8,2,10,9,5,6,3,7,4
58263,Women Tops & Tunics,10,5,1,2,11,0,4,1,5,11,4
54542,Women Tops & Tunics,10,17,3,8,4,0,0,1,5,11,4
10616,Sarees,10,16,14,0,2,1,1,11,7,13,3
9926,Sarees,10,8,14,9,18,12,3,4,10,6,3
44875,Women Tshirts,8,2,6,6,7,7,3,4,3,7,4
46945,Women Tshirts,8,17,8,2,10,3,5,6,3,7,4
21621,Sarees,10,8,10,0,18,8,3,4,9,6,3
1584,Men Tshirts,5,2,7,10,12,10,3,4,3,7,4
52038,Women Tops & Tunics,10,2,2,8,2,0,6,8,2,7,1
51866,Women Tops & Tunics,10,3,8,8,11,0,4,3,5,11,7
23805,Sarees,10,8,14,9,0,8,3,4,10,8,3
22663,Sarees,10,15,13,0,5,8,1,10,10,7,3
54505,Women Tops & Tunics,10,8,6,6,7,7,3,4,3,7,1
4145,Men Tshirts,5,17,6,7,16,7,3,4,3,7,4
28493,Kurtis,9,1,0,6,1,7,0,1,8,10,4
67449,Women Tops & Tunics,10,5,8,8,2,0,6,8,5,3,6
47137,Women Tshirts,8,8,8,6,7,3,3,6,3,7,4
40990,Women Tshirts,8,5,8,2,10,3,3,4,3,7,4
50988,Women Tshirts,8,17,8,2,10,13,5,6,3,7,4
54904,Women Tops & Tunics,10,5,3,8,11,0,6,8,8,3,4
14473,Sarees,10,15,13,9,5,8,1,10,10,7,3
27690,Kurtis,9,7,0,1,1,2,0,1,8,10,4
10363,Sarees,10,8,13,6,5,1,3,4,3,7,3
46870,Women Tshirts,8,17,8,2,10,3,5,6,3,7,4
8053,Sarees,10,15,13,6,5,8,1,10,10,0,3
68792,Women Tops & Tunics,10,0,1,2,11,0,4,9,5,11,1
28138,Kurtis,9,11,11,1,1,7,0,1,8,10,4
26619,Kurtis,9,13,0,3,1,2,6,8,8,10,4
45279,Women Tshirts,8,8,6,2,7,9,3,4,3,7,4
30539,Kurtis,9,5,6,6,1,7,3,4,5,10,4
67204,Women Tops & Tunics,10,17,8,8,11,0,6,8,5,9,4
3271,Men Tshirts,5,6,7,10,12,10,3,4,3,7,4
29798,Kurtis,9,1,6,3,8,7,6,4,5,10,4
55646,Women Tops & Tunics,10,17,8,2,13,0,6,8,5,9,4
20430,Sarees,10,15,13,0,5,8,1,10,10,7,3
18199,Sarees,10,8,13,9,2,12,3,7,10,5,3
40697,Women Tshirts,8,2,8,2,10,3,3,4,3,7,4
60036,Women Tops & Tunics,10,2,6,6,7,7,3,4,3,7,4
67719,Women Tops & Tunics,10,18,3,8,4,0,6,8,5,11,4
8595,Sarees,10,8,14,9,0,8,3,4,10,3,3
54870,Women Tops & Tunics,10,17,1,8,11,0,4,9,5,11,4
56120,Women Tops & Tunics,10,18,1,2,11,0,4,5,5,11,4
69310,Women Tops & Tunics,10,8,6,6,7,7,3,4,3,9,4
45425,Women Tshirts,8,17,8,2,10,9,5,6,3,7,4
23801,Sarees,10,2,5,5,6,12,1,11,10,6,3
62467,Women Tops & Tunics,10,1,3,8,4,0,6,8,5,9,4
62000,Women Tops & Tunics,10,10,8,8,2,0,6,8,5,3,5
31700,Kurtis,9,0,6,6,1,6,3,4,8,10,4
34058,Women Tshirts,8,18,4,4,10,3,5,6,3,7,4
56212,Women Tops & Tunics,10,13,8,2,17,0,4,1,5,11,7
23088,Sarees,10,15,14,9,2,1,0,1,4,6,3
30856,Kurtis,9,0,6,6,1,7,3,8,8,10,4
12760,Sarees,10,8,14,9,0,8,3,4,10,6,3
50416,Women Tshirts,8,17,8,8,10,13,5,6,3,7,4
53072,Women Tops & Tunics,10,17,8,6,7,7,6,8,5,7,4
52593,Women Tops & Tunics,10,2,6,6,7,7,6,4,5,7,4
45824,Women Tshirts,8,0,6,2,10,13,5,6,3,7,4
59267,Women Tops & Tunics,10,2,3,8,13,8,6,8,5,7,2
37901,Women Tshirts,8,0,4,8,10,13,5,6,3,7,4
34404,Women Tshirts,8,5,6,2,12,11,5,6,3,7,4
29710,Kurtis,9,8,6,6,1,6,6,4,8,10,4
1011,Men Tshirts,5,2,9,7,2,10,3,4,3,7,4
21139,Sarees,10,14,12,0,2,8,3,11,7,13,3
39188,Women Tshirts,8,2,8,2,10,3,5,6,3,7,4
10231,Sarees,10,8,14,9,0,8,3,4,10,6,3
57977,Women Tops & Tunics,10,3,8,8,11,0,6,8,2,11,6
53630,Women Tops & Tunics,10,8,8,6,7,0,6,8,8,9,4
14231,Sarees,10,14,12,0,2,8,3,11,7,13,3
3059,Men Tshirts,5,0,7,10,12,10,3,4,3,7,4
50322,Women Tshirts,8,8,8,6,10,13,3,6,3,7,4
52073,Women Tops & Tunics,10,18,3,8,11,0,6,8,5,3,2
66939,Women Tops & Tunics,10,0,8,8,4,0,6,8,5,3,5
30198,Kurtis,9,13,6,6,1,7,3,8,5,10,4
41962,Women Tshirts,8,6,8,8,10,2,5,6,3,7,4
27731,Kurtis,9,0,11,3,1,6,6,8,8,10,4
33719,Women Tshirts,8,0,4,4,10,9,5,6,3,7,4
38496,Women Tshirts,8,5,4,8,10,13,5,6,3,7,4
64471,Women Tops & Tunics,10,11,3,8,4,0,6,8,5,9,2
18849,Sarees,10,15,13,9,5,8,1,10,10,7,3
58384,Women Tops & Tunics,10,17,6,6,7,7,3,4,3,7,4
144,Men Tshirts,5,2,7,10,12,10,3,4,3,7,4
30288,Kurtis,9,13,6,6,1,6,6,8,8,10,4
65809,Women Tops & Tunics,10,17,6,6,7,7,6,4,3,7,4
40337,Women Tshirts,8,11,8,2,10,3,5,6,3,7,4
